ts,td,srcip,srcport,dstip,dstport,proto,pkt,byt
59,0,C1707,N1,C2759,N1808,6,4,413
59,0,C1707,N1,C2759,N3697,6,4,414
59,0,C1707,N1,C5585,N10795,6,3,2709
59,0,C2759,N1808,C1707,N1,6,5,857
59,0,C2759,N3697,C1707,N1,6,5,857
59,0,C721,N884,C1056,445,6,1,52
59,1,C5585,N10795,C1707,N1,6,5,1176
59,15,C1453,N10860,C528,135,6,7,644
59,15,C528,135,C1453,N10860,6,5,504
59,25,C5478,443,C443,N10743,6,17,6979
59,35,C1453,N10982,C528,N72,6,11,3134
59,35,C528,N72,C1453,N10982,6,9,1616
59,60,C1021,N1593,C2588,N20,6,3,138
59,60,C1193,N893,C2588,N20,6,3,138
59,60,C1392,N1953,C2588,N20,6,3,138
59,60,C15930,N19,C2588,N20,6,3,157
59,60,C17644,N1997,C2588,N20,6,3,138
59,60,C257,N1996,C2588,N20,6,3,138
59,60,C2588,N20,C1021,N1593,6,3,138
59,60,C2588,N20,C1336,N355,6,3,138
59,60,C2588,N20,C1392,N1953,6,3,138
59,60,C2588,N20,C1526,N2141,6,3,138
59,60,C2588,N20,C15930,N881,6,4,210
59,60,C2588,N20,C17644,N1997,6,3,138
59,60,C2588,N20,C2934,N2001,6,3,138
59,60,C2588,N20,C4915,N1157,6,3,138
59,60,C2934,N2001,C2588,N20,6,3,138
59,60,C415,N1949,C2588,N20,6,3,138
59,65,C22069,N485,C5736,2049,6,313,60616
59,9,C3688,N6233,C24735,N46,6,3,144
60,0,C1082,N885,C585,445,6,1,52
60,0,C1295,138,C586,138,17,1,207
60,0,C1453,N10770,C467,389,6,9,2450
60,0,C1453,N10772,C529,389,6,12,3319
60,0,C1453,N10773,C467,389,6,10,3131
60,0,C1453,N10775,C467,389,6,10,3131
60,0,C1453,N11102,C529,389,17,1,237
60,0,C1453,N2189,C528,88,6,6,1675
60,0,C1453,N8907,C528,88,6,5,2691
60,0,C1973,80,C5638,N10766,6,5,452
60,0,C1973,80,C5638,N10771,6,5,452
60,0,C1973,80,C5638,N7094,6,5,452
60,0,C1973,80,C5638,N7227,6,5,452
60,0,C2533,N898,C612,445,6,1,46
60,0,C2696,N896,C95,445,6,1,52
60,0,C467,389,C1453,N10770,6,6,788
60,0,C467,389,C1453,N10773,6,8,1855
60,0,C467,389,C1453,N10775,6,8,1855
60,0,C528,88,C1453,N2189,6,6,1686
60,0,C528,88,C1453,N8907,6,5,361
60,0,C529,389,C1453,N10772,6,10,4595
60,0,C529,389,C1453,N10772,6,8,2629
60,0,C529,389,C1453,N11102,17,1,193
60,0,C5638,N10766,C1973,80,6,7,1698
60,0,C5638,N10771,C1973,80,6,7,1707
60,0,C5638,N7094,C1973,80,6,7,1698
60,0,C5638,N7227,C1973,80,6,7,1707
60,0,C585,445,C1082,N885,6,1,46
60,0,C612,445,C2533,N898,6,1,46
60,1,C1453,N107,C528,389,6,22,6607
60,1,C528,389,C1453,N107,6,29,33136
60,10,C5585,N10781,C1707,N1,6,10,6440
60,11,C4384,N2107,C1707,N1,6,9,2988
60,11,C4509,N9466,C1707,N1,6,9,2952
60,11,C4893,N10843,C1707,N1,6,9,2989
60,15,C2584,N4026,C467,135,6,8,586
60,15,C2584,N9920,C467,N38,6,7,631
60,15,C467,135,C2584,N4026,6,6,800
60,15,C467,N38,C2584,N9920,6,5,548
60,2,C1295,137,C4174,137,17,2,156
60,2,C4174,137,C1295,137,17,2,180
60,34,C2591,N349,C5720,445,6,4,278
60,34,C5720,445,C2591,N349,6,2,186
60,41,C1453,N10983,C612,445,6,169,36019
60,41,C612,445,C1453,N10983,6,166,78219
60,41,C612,445,C1453,N10983,6,177,92183
60,5,C1707,N1,C5585,N10781,6,5,369
60,6,C1707,N1,C4384,N2107,6,6,2975
60,60,C1173,N17,C1638,N17,1,13,1131
60,60,C1638,N44,C1173,N17,1,13,1131
60,7,C1707,N1,C4509,N9466,6,6,2975
60,7,C1707,N1,C4893,N10843,6,6,2975
61,0,C1685,N1,C19384,N10014,6,4,372
61,0,C1685,N1,C19384,N10091,6,4,372
61,0,C1685,N1,C19384,N10786,6,4,372
61,0,C1707,N1,C19384,N10015,6,4,376
61,0,C1707,N1,C19384,N10785,6,4,376
61,0,C1707,N1,C19384,N10788,6,4,376
61,0,C19384,N10014,C1685,N1,6,6,430
61,0,C19384,N10015,C1707,N1,6,6,430
61,0,C19384,N10091,C1685,N1,6,6,420
61,0,C19384,N10785,C1707,N1,6,7,472
61,0,C19384,N10786,C1685,N1,6,6,429
61,0,C19384,N10788,C1707,N1,6,6,429
61,0,C24954,N10739,C7632,N77,6,1,48
61,0,C24954,N10740,C10022,N77,6,1,48
61,0,C3990,123,C586,123,17,1,96
61,0,C4622,N10603,C706,80,6,1,46
61,0,C528,389,C5584,N11148,17,1,195
61,0,C528,N17,C3826,N17,1,2,120
61,0,C586,123,C3990,123,17,1,96
61,10,C1131,N10845,C1685,N1,6,6,1213
61,10,C1396,N4566,C1685,N1,6,6,1223
61,11,C528,445,C3826,N1792,6,15,2418
61,13,C1453,N10858,C529,N38,6,7,797
61,13,C1453,N5688,C529,135,6,8,1305
61,13,C529,135,C1453,N5688,6,6,788
61,13,C529,N38,C1453,N10858,6,6,710
61,28,C706,80,C2912,N9366,6,10,4590
61,29,C2912,N9366,C706,80,6,13,6523
61,38,C1015,N33,C2912,N786,6,2,92
61,40,C528,445,C928,N8535,6,137,80008
61,6,C1685,N1,C1131,N10845,6,4,2752
61,6,C1685,N1,C1396,N4566,6,4,2752
61,60,C1767,1433,C5756,N343,6,3,138
61,60,C5756,N343,C1767,1433,6,3,192
61,61,C2997,N137,C5721,445,6,6,417
61,61,C4466,N691,C5721,445,6,6,417
62,0,C1685,N1,C19384,N10789,6,5,2694
62,0,C1707,N1,C5584,N10790,6,3,2705
62,0,C1804,N10568,C5030,443,6,2,92
62,0,C19384,N10789,C1685,N1,6,7,1294
62,0,C2095,N11145,C612,389,17,1,192
62,0,C2095,N11146,C467,389,17,1,192
62,0,C2871,N11154,C467,389,17,1,233
62,0,C457,445,C5778,N9077,6,1,46
62,0,C467,389,C2095,N11146,17,1,193
62,0,C467,389,C2871,N11154,17,1,193
62,0,C5030,443,C1804,N10568,6,1,46
62,0,C528,389,C1222,N11149,17,1,195
62,0,C5778,N9077,C457,445,6,1,52
62,0,C612,389,C2095,N11145,17,1,193
62,1,C5584,N10790,C1707,N1,6,5,1173
62,12,C2095,N10881,C467,N38,6,7,1497
62,12,C2095,N10882,C467,135,6,8,1295
62,12,C2095,N10883,C612,135,6,7,644
62,12,C467,135,C2095,N10882,6,6,884
62,12,C467,N38,C2095,N10881,6,6,1888
62,12,C612,135,C2095,N10883,6,5,504
62,14,C1295,N10862,C586,139,6,13,1531
62,14,C1295,N10863,C586,139,6,14,4279
62,14,C1295,N5726,C586,139,6,12,1507
62,14,C586,139,C1295,N10862,6,11,1667
62,14,C586,139,C1295,N10863,6,12,1411
62,14,C586,139,C1295,N5726,6,10,1562
62,14,C586,139,C1295,N5726,6,9,1270
62,20,C2095,N10928,C467,135,6,7,644
62,20,C467,135,C2095,N10928,6,5,600
62,32,C2095,N1896,C612,N72,6,12,4475
62,32,C612,N72,C2095,N1896,6,9,1552
62,50,C2095,N11064,C467,N38,6,11,3121
62,50,C467,N38,C2095,N11064,6,9,1552
62,60,C18117,N554,C5736,2049,6,51,6448
62,60,C5736,2049,C18117,N554,6,27,4568
63,0,C1295,N11155,C586,389,17,1,193
63,0,C1685,N1,C19384,N10793,6,4,445
63,0,C19384,N10793,C1685,N1,6,6,922
63,0,C1973,80,C2871,2010,6,5,448
63,0,C1973,80,C2871,N10817,6,5,448
63,0,C1973,80,C2871,N10823,6,5,448
63,0,C1973,80,C2871,N1679,6,5,448
63,0,C2095,N10792,C457,389,6,12,4269
63,0,C2095,N11147,C457,389,17,1,191
63,0,C2095,N7493,C457,389,6,11,4489
63,0,C2095,N8299,C457,389,6,13,4926
63,0,C2095,N8354,C457,389,6,11,4489
63,0,C2320,N10818,C467,445,6,17,5319
63,0,C2320,N10819,C467,139,6,2,106
63,0,C2320,N11150,C467,88,17,1,198
63,0,C2320,N11151,C467,88,17,1,276
63,0,C2320,N11152,C467,88,17,1,1386
63,0,C2320,N11153,C467,88,17,1,1396
63,0,C24113,N919,C5736,445,6,2,148
63,0,C2871,2010,C1973,80,6,7,1686
63,0,C2871,N10817,C1973,80,6,7,1677
63,0,C2871,N10823,C1973,80,6,7,1686
63,0,C2871,N1679,C1973,80,6,7,1677
63,0,C457,389,C2095,N10792,6,8,3174
63,0,C457,389,C2095,N11147,17,1,193
63,0,C457,389,C2095,N7493,6,9,1911
63,0,C457,389,C2095,N8299,6,10,4241
63,0,C457,389,C2095,N8354,6,8,1855
63,0,C467,139,C2320,N10819,6,1,60
63,0,C467,445,C2320,N10818,6,15,2561
63,0,C467,88,C2320,N11150,17,1,430
63,0,C467,88,C2320,N11151,17,1,1398
63,0,C467,88,C2320,N11152,17,1,1404
63,0,C467,88,C2320,N11153,17,1,1376
63,0,C5030,443,C749,N5856,6,5,1493
63,0,C528,88,C1222,N10796,6,5,1634
63,0,C528,88,C1222,N427,6,5,360
63,0,C5736,445,C24113,N919,6,1,91
63,0,C586,389,C1295,N11155,17,1,193
63,1,C2095,N10791,C467,389,6,22,7578
63,1,C467,389,C2095,N10791,6,28,29709
63,1,C749,N5856,C5030,443,6,6,1647
63,10,C5584,N1849,C1707,N1,6,11,6680
63,11,C2095,N9521,C586,445,6,16,7192
63,11,C586,445,C2095,N9521,6,11,2979
63,35,C2095,N9520,C625,445,6,85,23846
63,35,C2320,N332,C467,445,6,4,700
63,35,C467,445,C2320,N332,6,2,1168
63,35,C625,445,C2095,N9520,6,79,21405
63,6,C1707,N1,C5584,N1849,6,6,548
63,61,C5478,443,C25760,N11163,6,42,15457
64,0,C1685,N1,C21756,N4160,6,4,372
64,0,C1685,N1,C21756,N4192,6,4,372
64,0,C1707,N1,C21756,N4170,6,4,376
64,0,C1707,N1,C21756,N4193,6,4,376
64,0,C21756,N4160,C1685,N1,6,6,430
64,0,C21756,N4170,C1707,N1,6,6,430
64,0,C21756,N4192,C1685,N1,6,6,429
64,0,C21756,N4193,C1707,N1,6,7,481
64,0,C2735,N4274,C706,80,6,1,46
64,0,C2883,N2920,C5736,445,6,1,46
64,0,C3427,N2925,C5736,445,6,1,46
64,0,C457,389,C4592,N11165,17,1,191
64,0,C457,389,C4592,N11167,17,1,117
64,0,C457,389,C5681,N11164,17,1,117
64,0,C459,N2924,C5736,445,6,1,46
64,0,C4592,N11165,C457,389,17,1,108
64,0,C4592,N11167,C457,389,17,1,80
64,0,C4798,N2928,C5736,445,6,1,46
64,0,C5681,N11164,C457,389,17,1,80
64,0,C5736,445,C2883,N2920,6,1,46
64,0,C5736,445,C3427,N2925,6,1,46
64,0,C5736,445,C459,N2924,6,1,46
64,0,C5736,445,C4798,N2928,6,1,46
64,0,C5736,445,C5850,N2921,6,1,46
64,0,C5736,445,C857,N1141,6,1,46
64,0,C5850,N2921,C5736,445,6,1,46
64,0,C706,80,C275,N2520,6,4,515
64,0,C857,N1141,C5736,445,6,1,46
64,10,C1875,N10833,C1685,N1,6,6,1245
64,11,C608,N1619,C1707,N1,6,9,2945
64,34,C23098,N11169,C7632,N77,6,10,592
64,5,C1685,N1,C1875,N10833,6,4,2753
64,55,C458,1433,C113,N216,6,6,516
64,6,C1707,N1,C608,N1619,6,6,2979
64,60,C2670,N1950,C18963,161,17,4,424
64,60,C275,N2520,C706,80,6,8,3004
65,0,C15930,N8044,C2588,N20,6,5,272
65,0,C1685,N1,C20510,N2577,6,4,372
65,0,C1685,N1,C20510,N2653,6,4,372
65,0,C1685,N1,C20510,N2682,6,4,372
65,0,C1685,N1,C21756,N10834,6,5,2694
65,0,C1707,N1,C20510,N2366,6,4,376
65,0,C1707,N1,C20510,N2576,6,4,376
65,0,C1707,N1,C20510,N2659,6,4,376
65,0,C20510,N2366,C1707,N1,6,6,429
65,0,C20510,N2576,C1707,N1,6,6,420
65,0,C20510,N2577,C1685,N1,6,6,429
65,0,C20510,N2653,C1685,N1,6,6,430
65,0,C20510,N2659,C1707,N1,6,6,430
65,0,C20510,N2682,C1685,N1,6,7,472
65,0,C21756,N10834,C1685,N1,6,7,1335
65,0,C2588,N20,C15930,N8044,6,3,168
65,0,C3863,N44,C457,N17,1,2,120
65,0,C457,389,C5611,N11166,17,1,191
65,0,C457,389,C5611,N11168,17,1,117
65,0,C457,N17,C3863,N17,1,2,120
65,0,C5611,N11166,C457,389,17,1,108
65,0,C5611,N11168,C457,389,17,1,80
65,12,C3863,N10872,C457,445,6,16,4307
65,12,C457,445,C3863,N10872,6,15,2418
65,60,C458,1433,C113,N436,6,6,294
66,0,C1987,N5939,C457,445,6,1,52
66,0,C3860,N44,C586,N17,1,2,120
66,0,C4407,N1042,C1273,N1043,6,1,52
66,0,C457,445,C1987,N5939,6,1,46
66,0,C5030,443,C709,N10786,6,5,1493
66,0,C5474,N30,C1970,N28,6,4,654
66,0,C586,N17,C3860,N17,1,2,120
66,1,C709,N10786,C5030,443,6,6,1647
66,11,C1108,N10859,C528,445,6,13,4268
66,11,C3860,N10875,C586,445,6,17,4347
66,11,C528,445,C1108,N10859,6,9,1653
66,11,C586,445,C3860,N10875,6,15,2418
66,55,C458,N46,C113,N219,6,72,54150
66,60,C2588,N20,C15930,N19,6,3,157
66,71,C3173,445,C1554,N1151,6,318,33443
67,0,C1045,N1064,C9883,445,6,1,46
67,0,C1177,N1053,C9883,445,6,1,46
67,0,C1685,N1,C20510,N2689,6,5,2694
67,0,C1685,N1,C21756,N10835,6,4,445
67,0,C1707,N1,C5583,N10836,6,4,413
67,0,C1707,N1,C5583,N3665,6,4,414
67,0,C20510,N1584,C7632,N77,6,1,48
67,0,C20510,N2689,C1685,N1,6,7,1262
67,0,C21756,N10835,C1685,N1,6,6,931
67,0,C242,N1045,C9883,445,6,1,46
67,0,C242,N1046,C9883,445,6,1,46
67,0,C3933,N44,C625,N17,1,2,120
67,0,C5583,N10836,C1707,N1,6,5,856
67,0,C5583,N3665,C1707,N1,6,5,856
67,0,C625,N17,C3933,N17,1,2,120
67,0,C9883,445,C1177,N1053,6,1,46
67,0,C9883,445,C242,N1045,6,1,46
67,0,C9883,445,C242,N1046,6,1,46
67,11,C3933,N3431,C625,445,6,17,4349
67,11,C625,445,C3933,N3431,6,15,2418
67,2,C3173,N48,C1554,N10832,6,3,138
67,20,C3173,135,C1554,N10929,6,8,1140
67,27,C467,135,C4835,N10943,6,5,520
67,27,C467,N38,C4835,N10944,6,5,532
67,27,C4835,N10943,C467,135,6,7,540
67,27,C4835,N10944,C467,N38,6,7,627
67,30,C1065,135,C3947,N5618,6,5,520
67,30,C1065,N197,C3947,N6101,6,5,516
67,30,C3947,N5618,C1065,135,6,7,540
67,30,C3947,N6101,C1065,N197,6,7,631
67,31,C2413,N10997,C529,N38,6,7,631
67,31,C2413,N8082,C529,135,6,7,540
67,31,C529,135,C2413,N8082,6,5,432
67,31,C529,N38,C2413,N10997,6,5,516
67,60,C4174,137,C876,137,17,3,252
67,60,C4920,137,C876,137,17,3,252
67,60,C5474,N51,C1841,N28,6,4,392
67,60,C876,137,C4174,137,17,3,234
67,60,C876,137,C4920,137,17,3,234
67,60,C940,N53,C2588,N20,6,3,138
67,61,C2588,N20,C940,N53,6,3,138
67,70,C5736,2049,C11573,N250,6,312,57588
68,0,C1065,389,C1095,N1056,6,14,8812
68,0,C1095,N1056,C1065,389,6,15,6674
68,0,C1442,N1059,C366,445,6,1,52
68,0,C2270,N10838,C5721,443,6,11,1344
68,0,C2270,N1124,C5720,2049,6,2,104
68,0,C2270,N2965,C5720,443,6,11,1344
68,0,C2270,N9315,C5721,2049,6,2,104
68,0,C366,445,C1442,N1059,6,1,46
68,0,C5720,2049,C2270,N1124,6,2,104
68,0,C5720,443,C2270,N2965,6,10,3926
68,0,C5721,2049,C2270,N9315,6,2,104
68,0,C5721,443,C2270,N10838,6,11,3917
68,1,C2270,N10837,C5720,443,6,150,8521
68,1,C3173,N48,C2758,N1262,6,3,138
68,1,C5720,443,C2270,N10837,6,446,657938
68,14,C3173,135,C2758,N1258,6,6,716
68,30,C3340,N1836,C529,135,6,7,540
68,30,C3340,N2930,C529,N38,6,7,631
68,30,C529,135,C3340,N1836,6,5,432
68,30,C529,N38,C3340,N2930,6,5,516
68,34,C3029,N477,C5720,445,6,4,278
68,34,C5720,445,C3029,N477,6,2,186
68,38,C1015,N33,C375,N830,6,2,92
68,60,C2293,N41,C2588,N20,6,3,138
68,60,C2588,N20,C2293,N41,6,3,138
69,0,C1065,389,C1095,N609,6,1,46
69,0,C1095,N609,C1065,389,6,1,46
69,0,C11573,111,C5736,N11191,17,1,56
69,0,C1685,N1,C20510,N2743,6,4,445
69,0,C1685,N1,C4622,N10841,6,4,410
69,0,C1685,N1,C4622,N2034,6,4,409
69,0,C20510,N2743,C1685,N1,6,6,922
69,0,C3173,N48,C1744,N6021,6,3,138
69,0,C4622,N10841,C1685,N1,6,5,853
69,0,C4622,N2034,C1685,N1,6,5,853
69,0,C5736,N11191,C11573,111,17,1,84
69,0,C5757,N44,C625,N17,1,2,120
69,0,C625,N17,C5757,N17,1,2,120
69,1,C3173,N48,C1744,N6014,6,3,138
69,1,C3173,N48,C2758,N1411,6,3,138
69,11,C5757,N10590,C625,445,6,17,4349
69,11,C625,445,C5757,N10590,6,15,2418
69,32,C3173,135,C1744,N5925,6,6,716
69,5,C26205,137,C4174,137,17,2,156
69,5,C4174,137,C26205,137,17,2,186
69,60,C396,N32,C2588,N20,6,3,158
69,61,C2588,N20,C396,N32,6,3,157
69,65,C5736,2049,C22069,N485,6,288,48472
69,9,C4797,N10346,C3971,N46,6,3,152
69,9,C4797,N10347,C3935,N46,6,3,152
69,9,C4797,N11193,C4116,N46,6,3,152
69,9,C4797,N11194,C3469,N46,6,3,152
69,9,C4797,N11195,C4847,N46,6,3,152
69,9,C4797,N2521,C3371,N46,6,3,152
69,9,C4797,N3507,C24735,N46,6,3,152
69,9,C4797,N481,C128,N46,6,3,152
70,0,C242,N1803,C457,445,6,1,52
70,0,C457,445,C242,N1803,6,1,46
70,0,C528,N72,C400,N10647,6,2,92
70,27,C2436,N10980,C467,N38,6,7,627
70,27,C2436,N10986,C467,135,6,7,540
70,27,C467,135,C2436,N10986,6,5,520
70,27,C467,N38,C2436,N10980,6,5,532
71,0,C1065,N17,C2908,N17,1,1,60
71,0,C11573,111,C5736,N11192,17,1,56
71,0,C1685,N1,C3211,N10846,6,4,414
71,0,C1685,N1,C3211,N5605,6,4,413
71,0,C2908,N44,C1065,N17,1,1,60
71,0,C3211,N10846,C1685,N1,6,5,857
71,0,C3211,N5605,C1685,N1,6,5,857
71,0,C5736,N11192,C11573,111,17,1,84
71,1,C3173,N48,C1554,N10849,6,3,138
71,10,C1796,N10896,C528,445,6,13,4324
71,10,C528,445,C1796,N10896,6,9,1653
71,38,C1015,N33,C788,N894,6,2,92
71,58,C194,137,C4174,137,17,9,702
71,58,C194,137,C4920,137,17,9,702
71,58,C4174,137,C194,137,17,9,756
71,58,C4920,137,C194,137,17,9,756
71,60,C23640,N147,C22112,N147,17,3,282
71,60,C2588,N20,C788,N145,6,3,138
71,60,C788,N145,C2588,N20,6,3,138
71,9,C1340,N3807,C787,N36,6,3,144
72,0,C467,389,C4858,N11196,17,1,193
72,0,C4858,N10641,C586,389,17,1,277
72,0,C4858,N11196,C467,389,17,1,236
72,0,C4858,N11197,C612,389,17,1,277
72,0,C586,389,C4858,N10641,17,1,204
72,0,C612,389,C4858,N11197,17,1,204
72,10,C1516,N10884,C1707,N1,6,6,1213
72,10,C2852,N10861,C1685,N1,6,6,1218
72,14,C2321,N10941,C586,445,6,13,4237
72,14,C586,445,C2321,N10941,6,9,1653
72,26,C467,135,C4858,N10989,6,5,520
72,26,C467,N38,C4858,N10990,6,6,400
72,26,C4858,N10989,C467,135,6,7,540
72,26,C4858,N10990,C467,N38,6,8,704
72,5,C1685,N1,C2852,N10861,6,4,2748
72,5,C1707,N1,C1516,N10884,6,4,2755
72,60,C13488,N147,C22112,N147,17,3,282
72,60,C22976,N147,C22112,N147,17,3,282
72,60,C3422,1433,C5756,N143,6,3,138
72,64,C2026,2049,C26188,N251,6,329,51122
72,64,C26188,N251,C2026,2049,6,346,80768
73,0,C1707,N1,C4639,N10870,6,4,413
73,0,C1707,N1,C4639,N10871,6,4,414
73,0,C4639,N10870,C1707,N1,6,5,856
73,0,C4639,N10871,C1707,N1,6,5,856
73,0,C467,389,C4858,N4596,17,1,204
73,0,C4858,N4595,C528,389,17,1,277
73,0,C4858,N4596,C467,389,17,1,277
73,0,C528,389,C4858,N4595,17,1,206
73,0,C5648,N11214,C612,389,17,1,80
73,0,C612,389,C5648,N11214,17,1,117
73,11,C3912,N3360,C586,445,6,17,4347
73,11,C586,445,C3912,N3360,6,15,2418
73,18,C3912,N44,C586,N17,1,5,286
73,18,C586,N17,C3912,N17,1,5,286
73,34,C3193,2432,C5721,445,6,4,278
73,34,C5721,445,C3193,2432,6,2,186
73,38,C1015,N33,C714,N936,6,2,92
74,0,C1065,389,C4858,N11216,17,1,204
74,0,C4038,N11212,C585,139,6,8,2869
74,0,C4038,N44,C5721,N17,1,1,60
74,0,C4038,N44,C585,N17,1,1,60
74,0,C4858,N11216,C1065,389,17,1,277
74,1,C3173,N48,C1554,N10873,6,3,138
74,7,C4038,N10886,C5721,445,6,13,3321
74,9,C1670,N11213,C3971,N46,6,3,144
75,0,C3919,N44,C467,N17,1,2,120
75,0,C3919,N9689,C467,445,6,17,4347
75,0,C443,N10853,C706,80,6,1,46
75,0,C443,N215,C754,80,6,1,46
75,0,C467,445,C3919,N9689,6,15,2418
75,0,C467,N17,C3919,N17,1,2,120
75,0,C4858,N11215,C529,389,17,1,277
75,0,C529,389,C4858,N11215,17,1,204
75,0,C706,80,C1538,N4144,6,7,4132
75,10,C1335,N10876,C1685,N1,6,6,1213
75,11,C3528,N4168,C1707,N1,6,9,3624
75,5,C1065,138,C4858,138,17,2,648
75,5,C467,138,C4858,138,17,2,648
75,5,C4858,137,C4920,137,17,2,156
75,5,C4858,138,C1065,138,17,2,628
75,5,C4858,138,C467,138,17,2,628
75,5,C4858,138,C529,138,17,2,628
75,5,C4858,138,C586,138,17,2,628
75,5,C4858,138,C612,138,17,2,628
75,5,C4920,137,C4858,137,17,2,276
75,5,C529,138,C4858,138,17,2,648
75,5,C586,138,C4858,138,17,2,648
75,5,C612,138,C4858,138,17,2,648
75,6,C1685,N1,C1335,N10876,6,4,2752
75,60,C1538,N4144,C706,80,6,9,3751
75,7,C1707,N1,C3528,N4168,6,6,2976
75,9,C3871,N5522,C23147,N342,6,3,144
76,0,C1685,N1,C396,N10878,6,4,445
76,0,C1685,N1,C396,N9878,6,4,446
76,0,C1707,N1,C3983,N10877,6,5,2816
76,0,C396,N10878,C1685,N1,6,6,950
76,0,C396,N9878,C1685,N1,6,6,950
76,0,C3983,N10877,C1707,N1,6,6,1209
76,30,C3753,N11057,C529,135,6,7,540
76,30,C3753,N11058,C529,N38,6,7,659
76,30,C529,135,C3753,N11057,6,5,432
76,30,C529,N38,C3753,N11058,6,5,548
77,1,C1707,N1,C2835,N2639,6,4,413
77,1,C2835,N2639,C1707,N1,6,5,847
77,1,C3173,N48,C1554,N10888,6,3,138
77,37,C20510,N2738,C7632,N77,6,10,592
78,0,C1685,N1,C5584,N1840,6,4,413
78,0,C1685,N1,C5584,N1841,6,4,414
78,0,C1707,N1,C2835,N2638,6,4,414
78,0,C1707,N1,C3983,N6743,6,5,383
78,0,C2835,N2638,C1707,N1,6,5,847
78,0,C2908,137,C4174,137,17,1,78
78,0,C2908,N11239,C467,389,17,1,235
78,0,C3983,N6743,C1707,N1,6,6,1898
78,0,C4174,137,C2908,137,17,1,90
78,0,C457,389,C5679,N9381,6,1,46
78,0,C4576,N5774,C5030,443,6,2,92
78,0,C467,389,C2908,N11239,17,1,193
78,0,C5030,443,C3753,N5160,6,5,1852
78,0,C5030,443,C4576,N5774,6,1,46
78,0,C5584,N1840,C1685,N1,6,5,847
78,0,C5584,N1841,C1685,N1,6,5,847
78,0,C5679,N9381,C457,389,6,1,64
78,0,C706,80,C109,N11238,6,4,515
78,1,C3753,N5160,C5030,443,6,9,1825
78,10,C140,N10916,C1685,N1,6,6,1223
78,10,C5225,N288,C1685,N1,6,9,3014
78,11,C2908,N10942,C467,139,6,27,7775
78,11,C467,139,C2908,N10942,6,19,2563
78,11,C467,139,C2908,N10942,6,22,3448
78,13,C612,445,C894,N10936,6,9,1653
78,13,C894,N10936,C612,445,6,13,4265
78,5,C1685,N1,C140,N10916,6,4,2752
78,6,C1685,N1,C5225,N288,6,6,2972
78,60,C109,N11238,C706,80,6,8,2980
79,0,C3959,N7716,C706,80,6,7,2956
79,0,C528,389,C3088,N11252,17,1,195
79,0,C706,80,C3959,N7716,6,4,511
79,1,C2584,N9921,C612,389,6,13,3047
79,1,C3173,N48,C4639,N10880,6,3,138
79,1,C3753,N4603,C5030,443,6,7,1725
79,1,C5030,443,C3753,N4603,6,6,2042
79,1,C612,389,C2584,N9921,6,12,5415
79,10,C3371,N10919,C1685,N1,6,9,3022
79,10,C972,N1752,C1685,N1,6,6,1255
79,11,C2389,4569,C1685,N1,6,9,2430
79,11,C359,N337,C22442,N8198,6,11,1496
79,12,C22442,N8198,C359,N337,6,19,2789
79,13,C3173,135,C4639,N10970,6,6,716
79,15,C1701,N742,C1685,N1,6,6,1223
79,5,C1685,N1,C1701,N742,6,4,2752
79,5,C1685,N1,C972,N1752,6,4,2753
79,6,C1685,N1,C2389,4569,6,6,2973
79,6,C1685,N1,C3371,N10919,6,6,2972
80,0,C1645,N10650,C5030,443,6,2,92
80,0,C5030,443,C1645,N10650,6,1,46
80,0,C528,389,C3088,N10874,6,6,800
80,0,C528,389,C3088,N10885,6,15,14827
80,1,C3173,N48,C4639,N10887,6,2,92
80,60,C904,N221,C21872,161,17,4,424
80,61,C4891,N1814,C5721,445,6,6,666
81,0,C1135,N6762,C359,N337,6,9,2002
81,0,C1135,N6764,C359,N337,6,4,480
81,0,C3173,N48,C4639,N10887,6,1,46
81,0,C359,N337,C1135,N6762,6,7,1047
81,0,C359,N337,C1135,N6764,6,2,197
81,0,C3952,N11250,C625,389,17,1,80
81,0,C5030,443,C5327,N11249,6,5,1481
81,0,C625,389,C3952,N11250,17,1,117
81,0,C706,80,C3148,N11248,6,4,515
81,1,C5327,N11249,C5030,443,6,6,1578
81,11,C1294,N10910,C1707,N1,6,9,3004
81,11,C528,445,C2470,N11253,6,9,1653
81,38,C1015,N33,C3668,N488,6,2,92
81,6,C1707,N1,C1294,N10910,6,6,2979
81,60,C3148,N11248,C706,80,6,8,3010
81,9,C3688,N5716,C3935,N46,6,3,144
82,0,C1685,N1,C2871,N10412,6,4,409
82,0,C1685,N1,C2871,N7690,6,4,410
82,0,C2871,N10412,C1685,N1,6,5,852
82,0,C2871,N7690,C1685,N1,6,5,852
82,1,C1707,N1,C5585,N10914,6,4,413
82,1,C5585,N10914,C1707,N1,6,5,856
82,43,C4812,N315,C5721,445,6,29,3932
82,60,C2056,N1571,C2588,N20,6,3,138
82,60,C23382,N916,C5736,2049,6,12,1536
82,60,C2588,N20,C2056,N1571,6,3,138
82,60,C5736,2049,C23382,N916,6,6,968
83,0,C1065,389,C3405,N10899,6,9,1825
83,0,C1065,389,C3405,N2569,6,11,4221
83,0,C1065,389,C3405,N55,6,9,1825
83,0,C1065,389,C5713,N11251,17,1,117
83,0,C12285,N10834,C1707,N1,6,7,481
83,0,C12285,N10835,C1685,N1,6,6,430
